b'["time", "open", "high", "low", "close", "volume"]'
b'["2022-01-24 16:44:00", "134.468351583", "134.547380882", "134.428836934", "134.547380882", "3189"]'
b'["2022-01-24 16:42:00", "134.438715596", "134.646167505", "134.310292986", "134.547479669", "12842"]'
b'["2022-01-24 16:37:00", "134.596774194", "135.21912992", "134.596774194", "135.09070731", "28312"]'
b'["2022-01-24 16:35:00", "134.102841077", "134.448594259", "134.102841077", "134.349807635", "13202"]'
b'["2022-01-24 16:33:00", "134.102841077", "134.349807635", "127.256928085", "133.905267831", "16232"]'
b'["2022-01-24 16:32:00", "133.579271974", "134.349708849", "133.559514649", "134.11271974", "9881"]'
b'["2022-01-24 16:31:00", "133.470606688", "133.757087896", "133.332305416", "133.658301273", "19852"]'
b'["2022-01-24 16:26:00", "134.626410181", "134.695560817", "134.152234389", "134.191749038", "27010"]'
b'["2022-01-24 16:25:00", "134.547380882", "134.843740752", "134.211506363", "134.606652856", "29483"]'
b'["2022-01-24 16:24:00", "134.893134063", "134.893134063", "134.359686298", "134.448594259", "7644"]'
b'["2022-01-24 16:23:00", "134.893134063", "135.09070731", "134.409079609", "134.646167505", "19567"]'
b'["2022-01-24 16:21:00", "135.337673868", "135.337673868", "127.256928085", "134.764711453", "133699"]'
b'["2022-01-24 16:20:00", "135.831606984", "136.098330867", "134.843740752", "135.337575081", "31621"]'
b'["2022-01-24 16:18:00", "135.041313998", "136.770079905", "135.041313998", "136.078573542", "79436"]'
b'["2022-01-24 16:13:00", "134.092962415", "136.325540101", "133.954661142", "135.732820361", "74375"]'
b'["2022-01-24 16:12:00", "134.942527375", "135.732820361", "134.092962415", "134.122598402", "74423"]'
b'["2022-01-24 16:11:00", "132.265409885", "135.821629535", "127.256928085", "135.535247115", "112852"]'
b'["2022-01-24 16:10:00", "133.09521752", "133.361941403", "131.040455756", "131.899899379", "54661"]'
b'["2022-01-24 16:08:00", "127.197656111", "128.225036993", "127.138384137", "128.225036993", "22242"]'
b'["2022-01-24 16:04:00", "126.417241788", "126.940810891", "125.686220775", "126.940810891", "4134"]'
b'["2022-01-24 16:01:00", "127.256928085", "128.620183486", "127.237170761", "128.402852915", "54627"]'
b'["2022-01-24 15:58:00", "127.286564072", "127.386140988", "127.247049423", "127.365593371", "70642"]'
b'["2022-01-24 15:56:00", "127.182838118", "127.197656111", "126.861781592", "127.079112163", "68236"]'
b'["2022-01-24 15:53:00", "127.345836046", "127.548348624", "127.286564072", "127.543409293", "56905"]'
b'["2022-01-24 15:52:00", "127.247049423", "127.385350695", "127.128505475", "127.335957384", "59228"]'
b'["2022-01-24 15:50:00", "126.708662326", "126.85190293", "126.575300385", "126.807448949", "73102"]'
b'["2022-01-24 15:48:00", "126.486392424", "126.704414501", "126.476513761", "126.693844333", "77763"]'
b'["2022-01-24 15:45:00", "126.00233797", "126.150517905", "125.946622314", "126.111003255", "22518"]'
b'["2022-01-24 15:44:00", "126.066252915", "126.091245931", "125.893672684", "126.022095294", "35645"]'
b'["2022-01-24 15:43:00", "126.25918319", "126.25918319", "126.051731281", "126.081367268", "25275"]'
b'["2022-01-24 15:41:00", "126.451817106", "126.486392424", "126.338212489", "126.338212489", "25715"]'
b'["2022-01-24 15:38:00", "126.044618645", "126.199911216", "126.044618645", "126.140639242", "19636"]'
b'["2022-01-24 15:36:00", "126.140639242", "126.384444629", "126.13076058", "126.29869784", "45517"]'
b'["2022-01-24 15:35:00", "125.982580645", "126.199911216", "125.982580645", "126.199911216", "22773"]'
b'["2022-01-24 15:34:00", "125.854158035", "125.992459307", "125.765250074", "125.992459307", "34159"]'
b'["2022-01-24 15:33:00", "125.714868896", "125.883794022", "125.7059781", "125.883794022", "20881"]'
b'["2022-01-24 15:30:00", "125.399739568", "125.537546907", "125.389860906", "125.439254217", "20770"]'
b'["2022-01-24 15:29:00", "125.291074282", "125.439254217", "125.271316958", "125.370103581", "21492"]'
b'["2022-01-24 15:26:00", "125.676342113", "125.725735425", "125.626850015", "125.651645457", "14927"]'
b'["2022-01-24 15:25:00", "125.735614087", "125.735614087", "125.607191477", "125.646706126", "37155"]'
b'["2022-01-24 15:24:00", "125.389860906", "125.735614087", "125.379982243", "125.735614087", "55740"]'
b'["2022-01-24 15:21:00", "125.261438295", "125.370103581", "125.212044984", "125.315770938", "10339"]'
b'["2022-01-24 15:20:00", "125.182408997", "125.202166321", "125.083622373", "125.162651672", "16019"]'
b'["2022-01-24 15:19:00", "125.202166321", "125.340467594", "125.172530334", "125.212044984", "24902"]'
b'["2022-01-24 15:17:00", "125.321599349", "125.431351287", "125.321599349", "125.376623498", "13886"]'
b'["2022-01-24 15:12:00", "125.251559633", "125.251559633", "125.044107724", "125.192287659", "40206"]'
b'["2022-01-24 15:10:00", "124.797141166", "124.866291802", "124.767505179", "124.866291802", "12564"]'
b'["2022-01-24 15:08:00", "124.767505179", "124.816898491", "124.72799053", "124.737869192", "7566"]'
b'["2022-01-24 15:07:00", "124.619325244", "124.777383841", "124.59956792", "124.742808523", "13339"]'
b'["2022-01-24 15:04:00", "124.965078426", "125.123137023", "124.866291802", "124.866291802", "44953"]'
b'["2022-01-24 15:03:00", "124.718111867", "124.955792483", "124.700824208", "124.955792483", "15795"]'
b'["2022-01-24 15:02:00", "124.68847588", "124.787262504", "124.68847588", "124.708233205", "8283"]'
b'["2022-01-24 15:01:00", "124.461266647", "124.698354543", "124.421751998", "124.698354543", "10834"]'
b'["2022-01-24 15:00:00", "124.362480024", "124.530417283", "124.332844037", "124.461266647", "26595"]'
b'["2022-01-24 14:57:00", "124.105634803", "124.148113051", "124.05219124", "124.085778692", "26622"]'
b'["2022-01-24 14:56:00", "124.085877479", "124.164906777", "124.026605505", "124.115513466", "11692"]'
b'["2022-01-24 14:55:00", "123.908061557", "124.105634803", "123.87842557", "124.095756141", "16131"]'
b'["2022-01-24 14:54:00", "123.789517609", "123.972272862", "123.780626813", "123.917940219", "11960"]'
b'["2022-01-24 14:53:00", "123.809274933", "123.868546907", "123.670973661", "123.789517609", "19083"]'
b'["2022-01-24 14:51:00", "123.87842557", "123.987090855", "123.819153596", "123.868546907", "16282"]'
b'["2022-01-24 14:50:00", "123.799396271", "123.957454868", "123.720366972", "123.83891092", "20273"]'
b'["2022-01-24 14:47:00", "123.947576206", "123.957454868", "123.759881622", "123.833971589", "25050"]'
b'["2022-01-24 14:44:00", "124.095756141", "124.155028115", "124.056241492", "124.155028115", "11621"]'
b'["2022-01-24 14:43:00", "124.09081681", "124.224178751", "124.016726842", "124.066120154", "20989"]'
b'["2022-01-24 14:40:00", "124.204421426", "124.214300089", "124.145149453", "124.159967446", "14508"]'
b'["2022-01-24 14:39:00", "124.238996745", "124.283450725", "124.189603433", "124.194542764", "14659"]'
b'["2022-01-24 14:38:00", "124.486160876", "124.540295946", "124.205508079", "124.205508079", "43655"]'
b'["2022-01-24 14:37:00", "124.275053862", "124.500781296", "124.273572063", "124.47727008", "29461"]'
b'["2022-01-24 14:35:00", "124.43163066", "124.43163066", "124.293329387", "124.303109263", "16609"]'
b'["2022-01-24 14:34:00", "124.293329387", "124.421751998", "124.253814738", "124.421751998", "12245"]'
b'["2022-01-24 14:32:00", "124.401994673", "124.426691329", "124.322965374", "124.401994673", "11378"]'
b'["2022-01-24 14:30:00", "124.322965374", "124.525477952", "124.278511394", "124.308147381", "21205"]'
b'["2022-01-24 14:28:00", "124.125392128", "124.293230601", "124.105634803", "124.253814738", "16786"]'
b'["2022-01-24 14:27:00", "124.13527079", "124.194542764", "124.13527079", "124.13527079", "5389"]'
b'["2022-01-24 14:24:00", "124.352601361", "124.362480024", "124.174785439", "124.283450725", "18333"]'
b'["2022-01-24 14:22:00", "124.49248322", "124.540295946", "124.43222338", "124.43222338", "8520"]'
b'["2022-01-24 14:18:00", "124.520538621", "124.571314945", "124.293329387", "124.471145309", "32361"]'
b'["2022-01-24 14:16:00", "124.723051199", "124.825789287", "124.589689257", "124.589689257", "13180"]'
b'["2022-01-24 14:15:00", "124.698354543", "124.767505179", "124.648961231", "124.747747854", "5616"]'
b'["2022-01-24 14:13:00", "125.050726428", "125.050726428", "124.68847588", "124.718111867", "15792"]'
b'["2022-01-24 14:11:00", "125.172530334", "125.340467594", "125.137955016", "125.202166321", "7538"]'
b'["2022-01-24 14:10:00", "125.093501036", "125.246620302", "125.039168393", "125.123137023", "10007"]'
b'["2022-01-24 14:09:00", "125.207105653", "125.254128085", "125.123137023", "125.123137023", "10786"]'
b'["2022-01-24 14:06:00", "125.103379698", "125.241680971", "125.034229062", "125.212044984", "11779"]'
b'["2022-01-24 14:04:00", "125.400727434", "125.400727434", "125.186854395", "125.320710269", "10156"]'
b'["2022-01-24 14:02:00", "125.093501036", "125.53804084", "125.093501036", "125.419496893", "60489"]'
b'["2022-01-24 14:01:00", "124.955199763", "125.103379698", "124.905806452", "125.093501036", "11705"]'
b'["2022-01-24 14:00:00", "124.816898491", "125.063865049", "124.816898491", "124.955199763", "19628"]'
b'["2022-01-24 13:58:00", "124.737869192", "124.787262504", "124.698354543", "124.787262504", "11696"]'
b'["2022-01-24 13:55:00", "124.85641314", "124.955199763", "124.836655815", "124.836655815", "12825"]'
b'["2022-01-24 13:51:00", "124.609446582", "124.747747854", "124.569931933", "124.68847588", "17165"]'
b'["2022-01-24 13:47:00", "124.38510216", "124.499694643", "124.372358686", "124.416812666", "10755"]'
b'["2022-01-24 13:43:00", "124.436569991", "124.451387985", "124.273572063", "124.372358686", "14886"]'
b'["2022-01-24 13:40:00", "124.436569991", "124.579810595", "124.413849068", "124.542172891", "13037"]'
b'["2022-01-24 13:38:00", "124.392116011", "124.451387985", "124.273572063", "124.43163066", "14495"]'
b'["2022-01-24 13:36:00", "124.411873335", "124.569339213", "124.392116011", "124.406934004", "14178"]'
b'["2022-01-24 13:35:00", "124.370679313", "124.411873335", "124.313086712", "124.381348269", "7188"]'
b'["2022-01-24 13:34:00", "124.122922462", "124.382237348", "124.122922462", "124.372358686", "11555"]'
b'["2022-01-24 13:33:00", "124.204421426", "124.214300089", "124.046362829", "124.125392128", "15760"]'
b'["2022-01-24 13:30:00", "123.987090855", "124.036484167", "123.917940219", "123.967333531", "11610"]'
b'["2022-01-24 13:29:00", "123.829032258", "124.026605505", "123.809274933", "123.987090855", "14912"]'
b'["2022-01-24 13:26:00", "124.179724771", "124.30320805", "124.130331459", "124.145149453", "17394"]'
b'["2022-01-24 13:25:00", "124.283549512", "124.30320805", "124.13527079", "124.189603433", "15909"]'
b'["2022-01-24 13:23:00", "124.313086712", "124.411873335", "124.184664102", "124.411873335", "24947"]'
b'["2022-01-24 13:22:00", "124.342722699", "124.367419355", "124.234057413", "124.293329387", "15629"]'
b'["2022-01-24 13:20:00", "124.471145309", "124.550174608", "124.43163066", "124.490902634", "11258"]'
b'["2022-01-24 13:19:00", "124.293329387", "124.471145309", "124.273572063", "124.471145309", "21451"]'
b'["2022-01-24 13:17:00", "124.125392128", "124.184664102", "124.075998816", "124.174785439", "12452"]'
b'["2022-01-24 13:16:00", "124.189603433", "124.2636934", "124.105634803", "124.13527079", "20951"]'
b'["2022-01-24 13:15:00", "124.169846108", "124.238996745", "124.13527079", "124.186244688", "14503"]'
b'["2022-01-24 13:10:00", "124.30320805", "124.332844037", "124.105634803", "124.120452797", "34820"]'
b'["2022-01-24 13:09:00", "124.224178751", "124.401994673", "124.224178751", "124.283450725", "60239"]'
b'["2022-01-24 13:08:00", "123.71048831", "124.243936076", "123.697349689", "124.243936076", "34735"]'
b'["2022-01-24 13:07:00", "123.41412844", "123.720366972", "123.404249778", "123.71048831", "15229"]'
b'["2022-01-24 13:05:00", "123.601823025", "123.868546907", "123.512618704", "123.547490382", "16791"]'
b'["2022-01-24 13:04:00", "123.651216336", "123.700609648", "123.591944362", "123.611701687", "17305"]'
b'["2022-01-24 13:03:00", "123.690730985", "123.789517609", "123.62651968", "123.690730985", "20495"]'
b'["2022-01-24 13:02:00", "123.759881622", "123.848789583", "123.651216336", "123.730245635", "34828"]'
b'["2022-01-24 13:01:00", "123.819153596", "123.898182894", "123.769760284", "123.789517609", "24416"]'
b'["2022-01-24 12:59:00", "123.87842557", "123.987090855", "123.809274933", "123.83891092", "17193"]'
b'["2022-01-24 12:58:00", "123.967333531", "124.016726842", "123.858668245", "123.868546907", "36902"]'
b'["2022-01-24 12:57:00", "124.056241492", "124.095756141", "123.977212193", "123.996969518", "16785"]'
b'["2022-01-24 12:56:00", "123.977212193", "124.056241492", "123.908061557", "124.056241492", "15104"]'
b'["2022-01-24 12:50:00", "123.251130512", "123.305463155", "123.216555194", "123.297560225", "14304"]'
b'["2022-01-24 12:48:00", "123.205491092", "123.295584492", "123.172101213", "123.226433856", "22297"]'
b'["2022-01-24 12:47:00", "123.137525895", "123.196797869", "123.137525895", "123.196797869", "13495"]'
b'["2022-01-24 12:42:00", "122.786833383", "122.959709973", "122.781894051", "122.920195324", "11324"]'
b'["2022-01-24 12:40:00", "122.77695472", "122.848575022", "122.713237348", "122.781894051", "16169"]'
b'["2022-01-24 12:39:00", "122.910316662", "122.92236863", "122.762136727", "122.801058656", "10210"]'
b'["2022-01-24 12:38:00", "122.786833383", "122.959709973", "122.781894051", "122.910316662", "30182"]'
b'["2022-01-24 12:37:00", "122.762136727", "122.841166025", "122.692986091", "122.781894051", "21863"]'
b'["2022-01-24 12:35:00", "123.011375377", "123.058496597", "122.870802012", "122.959709973", "25233"]'
b'["2022-01-24 12:34:00", "123.067584966", "123.122707902", "122.996261024", "122.999224623", "12254"]'
b'["2022-01-24 12:33:00", "123.196797869", "123.196797869", "122.98934596", "122.98934596", "9606"]'
b'["2022-01-24 12:31:00", "123.344977804", "123.344977804", "123.018981947", "123.02886061", "10903"]'
b'["2022-01-24 12:30:00", "123.335099142", "123.354856466", "123.256069843", "123.354856466", "13952"]'
b'["2022-01-24 12:28:00", "123.058496597", "123.242239716", "123.058496597", "123.228113229", "19666"]'
b'["2022-01-24 12:27:00", "122.890559337", "123.093071915", "122.870802012", "123.093071915", "17114"]'
b'["2022-01-24 12:26:00", "123.107988695", "123.117768571", "122.86092335", "122.939853862", "22678"]'
b'["2022-01-24 12:25:00", "123.28570583", "123.335099142", "123.107988695", "123.137525895", "23983"]'
b'["2022-01-24 12:24:00", "123.374613791", "123.374613791", "123.236312518", "123.305463155", "21233"]'
b'["2022-01-24 12:23:00", "123.265948505", "123.418277479", "123.265948505", "123.335197928", "15821"]'
b'["2022-01-24 12:21:00", "123.226433856", "123.337470021", "123.186919207", "123.236312518", "11775"]'
b'["2022-01-24 12:20:00", "123.28570583", "123.305463155", "123.139304054", "123.275827168", "8185"]'
b'["2022-01-24 12:18:00", "123.177040545", "123.222877538", "123.048617934", "123.058496597", "12020"]'
b'["2022-01-24 12:15:00", "123.270887837", "123.443764427", "123.236312518", "123.374613791", "26397"]'
b'["2022-01-24 12:13:00", "123.394371116", "123.45364309", "123.186919207", "123.216555194", "18947"]'
b'["2022-01-24 12:12:00", "123.401582539", "123.401582539", "123.266047292", "123.394371116", "13151"]'
b'["2022-01-24 12:11:00", "123.335099142", "123.562308375", "123.335099142", "123.404249778", "13459"]'
b'["2022-01-24 12:10:00", "123.265948505", "123.295584492", "123.206676532", "123.276123528", "16769"]'
b'["2022-01-24 12:09:00", "123.424007103", "123.424007103", "123.236312518", "123.236312518", "13429"]'
b'["2022-01-24 12:04:00", "123.5820657", "123.591944362", "123.424007103", "123.522793726", "26644"]'
b'["2022-01-24 12:03:00", "123.631459012", "123.695670317", "123.483279077", "123.572187038", "24740"]'
b'["2022-01-24 12:02:00", "123.636398343", "123.829032258", "123.621580349", "123.641337674", "28876"]'
b'["2022-01-24 12:01:00", "123.611701687", "123.693595798", "123.503036401", "123.641337674", "22459"]'
b'["2022-01-24 11:59:00", "123.611800474", "123.670973661", "123.483279077", "123.483279077", "22368"]'
b'["2022-01-24 11:58:00", "123.522793726", "123.621580349", "123.483279077", "123.621580349", "23668"]'
b'["2022-01-24 11:56:00", "123.562308375", "123.720366972", "123.532672388", "123.720366972", "11857"]'
b'["2022-01-24 11:52:00", "123.004163954", "123.058496597", "122.930073986", "123.025304291", "16606"]'
b'["2022-01-24 11:50:00", "123.206676532", "123.21695034", "122.999224623", "123.001397928", "62917"]'
b'["2022-01-24 11:49:00", "123.394371116", "123.404249778", "123.216555194", "123.216555194", "38663"]'
b'["2022-01-24 11:48:00", "123.621580349", "123.641337674", "123.384492453", "123.419067772", "72291"]'
b'["2022-01-24 11:46:00", "123.740124297", "123.809274933", "123.670973661", "123.759881622", "17425"]'
b'["2022-01-24 11:44:00", "123.799396271", "123.829032258", "123.641337674", "123.774699615", "26773"]'
b'["2022-01-24 11:43:00", "123.708018645", "123.83891092", "123.670973661", "123.750793252", "30386"]'
b'["2022-01-24 11:38:00", "124.411873335", "124.481023972", "124.00684818", "124.105634803", "37688"]'
b'["2022-01-24 11:36:00", "124.471145309", "124.550174608", "124.313086712", "124.550174608", "39042"]'
b'["2022-01-24 11:35:00", "124.481023972", "124.540295946", "124.382237348", "124.441509322", "20826"]'
b'["2022-01-24 11:34:00", "124.471145309", "124.589689257", "124.461266647", "124.464032672", "10180"]'
b'["2022-01-24 11:33:00", "124.510659959", "124.56005327", "124.451387985", "124.451387985", "12670"]'
b'["2022-01-24 11:31:00", "124.693415212", "124.693415212", "124.392116011", "124.392116011", "31019"]'
b'["2022-01-24 11:30:00", "124.619325244", "124.707739272", "124.510659959", "124.683536549", "17096"]'
b'["2022-01-24 11:28:00", "124.500781296", "124.510659959", "124.421751998", "124.495841965", "33379"]'
b'["2022-01-24 11:24:00", "124.619226458", "124.619226458", "124.362480024", "124.416812666", "29768"]'
b'["2022-01-24 11:21:00", "124.401994673", "124.550174608", "124.401994673", "124.481023972", "18084"]'
b'["2022-01-24 11:20:00", "124.332844037", "124.411873335", "124.283450725", "124.382336135", "9454"]'
b'["2022-01-24 11:19:00", "124.357540693", "124.372358686", "124.258754069", "124.362480024", "8650"]'
b'["2022-01-24 11:17:00", "124.451387985", "124.461266647", "124.2636934", "124.362480024", "19984"]'
b'["2022-01-24 11:16:00", "124.500781296", "124.500781296", "124.342722699", "124.441509322", "16180"]'
b'["2022-01-24 11:12:00", "124.668718556", "124.72799053", "124.540295946", "124.658839893", "20234"]'
b'["2022-01-24 11:09:00", "124.411972122", "124.648961231", "124.411873335", "124.648961231", "8899"]'
b'["2022-01-24 11:08:00", "124.56005327", "124.599864279", "124.392116011", "124.430939154", "39957"]'
b'["2022-01-24 11:07:00", "124.658839893", "124.678597218", "124.490902634", "124.569931933", "29118"]'
b'["2022-01-24 11:06:00", "124.777383841", "124.806328322", "124.668718556", "124.68847588", "39377"]'
b'["2022-01-24 11:04:00", "124.826777153", "125.049244629", "124.816898491", "124.866291802", "11488"]'
b'["2022-01-24 11:02:00", "124.876170465", "124.936331518", "124.797141166", "124.797141166", "12529"]'
b'["2022-01-24 11:01:00", "124.881109796", "124.881109796", "124.68847588", "124.866291802", "18461"]'
b'["2022-01-24 11:00:00", "125.11325836", "125.128076354", "124.850782302", "124.94038177", "42749"]'
b'["2022-01-24 10:58:00", "125.424436224", "125.44122995", "125.340467594", "125.370103581", "27268"]'
b'["2022-01-24 10:57:00", "125.454072211", "125.488647529", "125.345406925", "125.44913288", "20351"]'
b'["2022-01-24 10:54:00", "125.182408997", "125.300952945", "125.162651672", "125.300952945", "16559"]'
b'["2022-01-24 10:53:00", "125.123137023", "125.231802308", "125.073743711", "125.195843978", "10906"]'
b'["2022-01-24 10:52:00", "125.093501036", "125.182408997", "125.06090145", "125.157712341", "16989"]'
b'["2022-01-24 10:50:00", "125.0243504", "125.110591122", "124.994714413", "125.044601657", "17461"]'
b'["2022-01-24 10:49:00", "125.172530334", "125.182408997", "124.994714413", "125.034229062", "15303"]'
b'["2022-01-24 10:48:00", "125.15277301", "125.212044984", "125.063865049", "125.212044984", "20242"]'
b'["2022-01-24 10:43:00", "125.183001716", "125.360224919", "125.183001716", "125.321599349", "13659"]'
b'["2022-01-24 10:42:00", "125.330588932", "125.340467594", "125.208291092", "125.212044984", "13780"]'
b'["2022-01-24 10:41:00", "125.15277301", "125.28119562", "125.15277301", "125.271316958", "8666"]'
b'["2022-01-24 10:40:00", "125.192287659", "125.251559633", "125.160972299", "125.172530334", "21188"]'
b'["2022-01-24 10:39:00", "125.198807576", "125.251559633", "125.127187274", "125.177469666", "14355"]'
b'["2022-01-24 10:37:00", "124.98483575", "125.221923646", "124.965078426", "125.172530334", "23076"]'
b'["2022-01-24 10:35:00", "125.073743711", "125.098440367", "124.974957088", "125.009532406", "12741"]'
b'["2022-01-24 10:34:00", "125.162552885", "125.310831607", "125.063865049", "125.102984552", "22589"]'
b'["2022-01-24 10:32:00", "125.23674164", "125.332070731", "124.994714413", "125.332070731", "26862"]'
b'["2022-01-24 10:31:00", "124.955199763", "125.28119562", "124.955199763", "125.261438295", "28458"]'
b'["2022-01-24 10:30:00", "125.063865049", "125.083622373", "124.905806452", "124.985626043", "19734"]'
b'["2022-01-24 10:29:00", "125.083622373", "125.231802308", "125.053986387", "125.053986387", "14373"]'
b'["2022-01-24 10:28:00", "125.221923646", "125.251559633", "125.044107724", "125.103379698", "21692"]'
b'["2022-01-24 10:26:00", "125.11325836", "125.330588932", "125.101897899", "125.207105653", "24260"]'
b'["2022-01-24 10:25:00", "124.945321101", "125.123137023", "124.925563776", "125.108319029", "20949"]'
b'["2022-01-24 10:23:00", "124.668718556", "124.787262504", "124.569931933", "124.767801539", "30156"]'
b'["2022-01-24 10:22:00", "124.72799053", "124.737869192", "124.520538621", "124.668718556", "22717"]'
b'["2022-01-24 10:19:00", "124.994714413", "124.994714413", "124.842780586", "124.913610595", "18191"]'
b'["2022-01-24 10:15:00", "124.866291802", "125.053986387", "124.816898491", "124.936430305", "25800"]'
b'["2022-01-24 10:11:00", "124.756836224", "124.85641314", "124.589689257", "124.838532761", "26569"]'
b'["2022-01-24 10:10:00", "124.866291802", "124.945321101", "124.668718556", "124.777383841", "26575"]'
b'["2022-01-24 10:08:00", "125.310831607", "125.340467594", "125.063865049", "125.11325836", "29901"]'
b'["2022-01-24 10:05:00", "125.053986387", "125.459011542", "125.039168393", "125.459011542", "20308"]'
b'["2022-01-24 10:02:00", "125.587434152", "125.666463451", "125.360224919", "125.379982243", "24561"]'
b'["2022-01-24 09:59:00", "125.972701983", "126.022095294", "125.735614087", "125.943065996", "19729"]'
b'["2022-01-24 09:54:00", "125.785007399", "125.893672684", "125.557798165", "125.893672684", "35605"]'
b'["2022-01-24 09:53:00", "125.478768867", "125.768510033", "125.419496893", "125.745492749", "20788"]'
b'["2022-01-24 09:52:00", "125.730674756", "125.83440071", "125.40961823", "125.44913288", "43900"]'
b'["2022-01-24 09:50:00", "125.807135602", "125.913430009", "125.725735425", "125.725735425", "17360"]'
b'["2022-01-24 09:47:00", "125.923308671", "126.041852619", "125.775128736", "125.933187334", "28472"]'
b'["2022-01-24 09:43:00", "126.436999112", "126.486392424", "126.219668541", "126.387605801", "20688"]'
b'["2022-01-24 09:42:00", "126.397484463", "126.486392424", "126.239425866", "126.397484463", "19604"]'
b'["2022-01-24 09:41:00", "126.278940515", "126.644451021", "126.209789879", "126.436999112", "30567"]'
b'["2022-01-24 09:40:00", "126.111003255", "126.506149748", "126.111003255", "126.264122521", "30075"]'
b'["2022-01-24 09:39:00", "126.091245931", "126.353820775", "126.051731281", "126.193490086", "33721"]'
b'["2022-01-24 09:38:00", "126.664208346", "126.664208346", "126.101124593", "126.140639242", "46428"]'
b'["2022-01-24 09:34:00", "125.636827464", "126.387605801", "125.499810417", "126.249304528", "42464"]'
b'["2022-01-24 09:31:00", "126.436999112", "126.812388281", "125.459011542", "125.53804084", "236465"]'
b'["2022-01-24 09:30:00", "126.348091151", "126.348091151", "126.101124593", "126.101124593", "664"]'
b'["2022-01-24 09:28:00", "126.446877774", "126.446877774", "126.446877774", "126.446877774", "347"]'
b'["2022-01-24 09:25:00", "126.338113702", "126.338113702", "126.338113702", "126.338113702", "591"]'
b'["2022-01-24 09:22:00", "125.992459307", "125.992459307", "125.992459307", "125.992459307", "586"]'
b'["2022-01-24 09:17:00", "126.387605801", "126.407363125", "126.387605801", "126.407363125", "538"]'
b'["2022-01-24 09:16:00", "126.348091151", "126.348091151", "126.348091151", "126.348091151", "472"]'
b'["2022-01-24 09:12:00", "125.468890204", "125.468890204", "125.468890204", "125.468890204", "587"]'
b'["2022-01-24 09:11:00", "125.666463451", "125.864036697", "125.518283516", "125.518283516", "1532"]'
b'["2022-01-24 09:08:00", "125.518283516", "125.518283516", "125.459011542", "125.478768867", "1312"]'
b'["2022-01-24 09:07:00", "126.199911216", "126.199911216", "125.962823321", "125.962823321", "1061"]'
b'["2022-01-24 09:03:00", "126.456756437", "126.456756437", "126.456756437", "126.456756437", "479"]'
b'["2022-01-24 08:53:00", "126.812388281", "126.812388281", "126.812388281", "126.812388281", "1003"]'
b'["2022-01-24 08:51:00", "126.525907073", "126.525907073", "126.525907073", "126.525907073", "104"]'
b'["2022-01-24 08:45:00", "126.693844333", "126.693844333", "126.693844333", "126.693844333", "229"]'
b'["2022-01-24 08:41:00", "126.693844333", "126.693844333", "126.693844333", "126.693844333", "256"]'
b'["2022-01-24 08:35:00", "126.545664398", "126.545664398", "126.525907073", "126.525907073", "860"]'
b'["2022-01-24 08:34:00", "126.644451021", "126.644451021", "126.644451021", "126.644451021", "376"]'
b'["2022-01-24 08:32:00", "126.842024268", "126.842024268", "126.842024268", "126.842024268", "870"]'
b'["2022-01-24 08:24:00", "126.940810891", "126.940810891", "126.940810891", "126.940810891", "415"]'
b'["2022-01-24 08:21:00", "126.950689553", "126.950689553", "126.950689553", "126.950689553", "300"]'
b'["2022-01-24 08:20:00", "126.930932228", "126.930932228", "126.930932228", "126.930932228", "1163"]'
b'["2022-01-24 08:09:00", "127.286564072", "127.296442735", "127.286564072", "127.286564072", "1096"]'
b'["2022-01-24 08:07:00", "127.582923942", "127.582923942", "127.582923942", "127.582923942", "440"]'
b'["2022-01-24 07:58:00", "127.138384137", "127.138384137", "127.138384137", "127.138384137", "261"]'
b'["2022-01-24 07:49:00", "126.930932228", "126.950689553", "126.930932228", "126.950689553", "2113"]'
b'["2022-01-24 07:48:00", "126.940810891", "126.940810891", "126.842024268", "126.842024268", "660"]'
b'["2022-01-24 07:46:00", "126.950689553", "126.950689553", "126.950689553", "126.950689553", "105"]'
b'["2022-01-24 07:25:00", "126.940810891", "126.940810891", "126.940810891", "126.940810891", "185"]'
b'["2022-01-24 07:22:00", "126.98032554", "126.98032554", "126.842024268", "126.842024268", "1005"]'
b'["2022-01-24 06:25:00", "126.98032554", "126.98032554", "126.98032554", "126.98032554", "400"]'
b'["2022-01-24 05:58:00", "127.335957384", "127.335957384", "127.335957384", "127.335957384", "513"]'
b'["2022-01-24 05:48:00", "127.049476176", "127.049476176", "127.049476176", "127.049476176", "233"]'
b'["2022-01-24 04:30:00", "127.652074578", "127.652074578", "127.652074578", "127.652074578", "153"]'
b'["2022-01-21 19:33:00", "127.553287955", "127.553287955", "127.553287955", "127.553287955", "100"]'
b'["2022-01-21 19:12:00", "127.810133175", "127.810133175", "127.810133175", "127.810133175", "200"]'
b'["2022-01-21 17:49:00", "127.8298905", "127.8298905", "127.8298905", "127.8298905", "773"]'
b'["2022-01-21 17:24:00", "127.8298905", "127.8298905", "127.8298905", "127.8298905", "202"]'
b'["2022-01-21 17:14:00", "127.879283812", "127.879283812", "127.879283812", "127.879283812", "3128"]'
b'["2022-01-21 17:07:00", "127.879283812", "127.879283812", "127.879283812", "127.879283812", "1101"]'
b'["2022-01-21 17:05:00", "127.879283812", "127.879283812", "127.879283812", "127.879283812", "130"]'
